OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Region,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit,Sales_Outlier,Quantity_Outlier,Sales_Validation_Flag,OrderMonth,ShippingDays,ProfitMargin
ORD-10418,2025-05-21,2025-05-25,Second Class,CUST-0064,Customer 64,West,Furniture,Table Lamp,3.0,52.74,0.0,158.22,48.17,False,False,False,2025-05,4,0.3044
ORD-10419,2025-03-21,2025-03-22,Same Day,CUST-0161,Customer 161,West,Technology,Monitor,5.0,1108.36,0.0,5541.8,1453.61,False,False,False,2025-03,1,0.2623
ORD-10420,2025-06-23,2025-06-27,First Class,CUST-0049,Customer 49,East,Office Supplies,Pens (Box),11.0,560.93,0.0,6170.23,1330.42,False,False,False,2025-06,4,0.2156
ORD-10421,2024-09-14,2024-09-19,Same Day,CUST-0116,Customer 116,East,Furniture,Table Lamp,5.0,558.04,0.15,2371.67,308.75,False,False,False,2024-09,5,0.1302
ORD-10422,2024-09-28,2024-10-02,Second Class,CUST-0177,Customer 177,East,Technology,Monitor,6.0,59.57,0.1,321.68,88.8,False,False,False,2024-09,4,0.2761
ORD-10423,2024-02-25,2024-03-02,First Class,CUST-0095,Customer 95,West,Furniture,Table Lamp,3.0,707.45,0.0,2122.35,1013.48,False,False,False,2024-02,6,0.4775
ORD-10424,2024-11-10,2024-11-12,Same Day,CUST-0140,Customer 140,South,Technology,Monitor,4.0,978.98,0.0,3915.92,919.02,False,False,False,2024-11,2,0.2347
ORD-10425,2025-05-14,2025-05-18,Standard Class,CUST-0128,Customer 128,West,Technology,Wireless Mouse,5.0,898.61,0.0,4493.05,1594.81,False,False,False,2025-05,4,0.355
ORD-10426,2024-10-29,2024-11-01,Same Day,CUST-0098,Customer 98,East,Technology,Laptop,5.0,153.01,0.0,765.05,233.4,False,False,False,2024-10,3,0.3051
ORD-10427,2025-11-04,2025-11-05,Same Day,CUST-0108,Customer 108,East,Furniture,Table Lamp,7.0,551.99,0.0,3863.93,1594.48,False,False,False,2025-11,1,0.4127
ORD-10428,2024-10-19,2024-10-21,Standard Class,CUST-0173,Customer 173,West,Furniture,Desk,2.0,637.2,0.0,1274.4,565.0,False,False,False,2024-10,2,0.4433
ORD-10429,2024-12-25,2025-01-01,Second Class,CUST-0076,Customer 76,South,Technology,Monitor,4.0,660.34,0.0,2641.36,1298.28,False,False,False,2024-12,7,0.4915
ORD-10430,2024-04-16,2024-04-20,Same Day,CUST-0167,Customer 167,South,Office Supplies,Paper,3.0,1177.63,0.0,3532.89,1011.81,False,False,False,2024-04,4,0.2864
ORD-10431,2024-03-31,2024-04-03,Second Class,CUST-0140,Customer 140,South,Furniture,Desk,11.0,248.8,0.0,2736.8,966.01,False,False,False,2024-03,3,0.353
ORD-10432,2025-12-28,2026-01-02,Standard Class,CUST-0158,Customer 158,East,Furniture,Chair,5.0,458.05,0.0,2290.25,369.26,False,False,False,2025-12,5,0.1612
ORD-10433,2024-04-21,2024-04-26,Standard Class,CUST-0073,Customer 73,South,Office Supplies,Binder,7.0,846.75,0.0,5927.25,1857.09,False,False,False,2024-04,5,0.3133
ORD-10434,2024-06-27,2024-07-03,Same Day,CUST-0168,Customer 168,North,Furniture,Chair,10.0,1026.0,0.0,10260.0,2584.48,False,False,False,2024-06,6,0.2519
ORD-10435,2024-07-05,2024-07-10,Second Class,CUST-0099,Customer 99,East,Furniture,Table Lamp,2.0,810.6,0.0,1621.2,475.94,False,False,False,2024-07,5,0.2936
ORD-10436,2025-05-24,2025-05-30,Same Day,CUST-0184,Customer 184,East,Technology,Monitor,4.0,715.18,0.0,2860.72,866.52,False,False,False,2025-05,6,0.3029
ORD-10437,2025-04-24,2025-04-25,Standard Class,CUST-0004,Customer 4,South,Office Supplies,Pens (Box),6.0,389.29,0.0,2335.74,967.89,False,False,False,2025-04,1,0.4144
ORD-10438,2025-08-17,2025-08-18,Second Class,CUST-0089,Customer 89,West,Office Supplies,Paper,2.0,206.53,0.0,413.06,146.06,False,False,False,2025-08,1,0.3536
ORD-10439,2024-05-17,2024-05-19,Second Class,CUST-0115,Customer 115,East,Office Supplies,Paper,11.0,1050.98,0.0,11560.78,2637.7,True,False,False,2024-05,2,0.2282
ORD-10440,2024-09-02,2024-09-07,Same Day,CUST-0156,Customer 156,East,Office Supplies,Stapler,3.0,192.65,0.0,577.95,238.82,False,False,False,2024-09,5,0.4132
ORD-10441,2025-11-07,2025-11-11,Second Class,CUST-0122,Customer 122,East,Office Supplies,Stapler,11.0,125.41,0.0,1379.51,565.6,False,False,False,2025-11,4,0.41
ORD-10442,2025-02-22,2025-02-24,Standard Class,CUST-0191,Customer 191,East,Office Supplies,Binder,2.0,224.07,0.0,448.14,121.99,False,False,False,2025-02,2,0.2722
ORD-10443,2024-06-08,2024-06-14,Standard Class,CUST-0118,Customer 118,South,Office Supplies,Pens (Box),6.0,598.415,0.0,5315.44,658.67,False,False,True,2024-06,6,0.1239
ORD-10444,2024-07-22,2024-07-28,Standard Class,CUST-0092,Customer 92,West,Furniture,Bookcase,10.0,123.91,0.0,1239.1,590.77,False,False,False,2024-07,6,0.4768
ORD-10445,2025-11-08,2025-11-14,Standard Class,CUST-0188,Customer 188,South,Furniture,Table Lamp,7.0,196.6,0.0,1376.2,307.16,False,False,False,2025-11,6,0.2232
ORD-10446,2025-02-14,2025-02-20,Same Day,CUST-0106,Customer 106,West,Office Supplies,Stapler,10.0,570.1,0.1,5130.9,1861.2,False,False,False,2025-02,6,0.3627
ORD-10447,2024-02-20,2024-02-21,Second Class,CUST-0020,Customer 20,South,Furniture,Bookcase,10.0,714.94,0.0,7149.4,1708.8,False,False,False,2024-02,1,0.239
ORD-10448,2024-03-21,2024-03-24,Standard Class,CUST-0185,Customer 185,South,Technology,Printer,6.0,643.55,0.0,540.05,646.9449999999999,False,False,True,2024-03,3,1.1979
ORD-10449,2024-06-30,2024-07-01,First Class,CUST-0140,Customer 140,South,Office Supplies,Binder,8.0,337.93,0.1,2433.1,184.24,False,False,False,2024-06,1,0.0757
ORD-10450,2024-10-14,2024-10-16,Second Class,CUST-0139,Customer 139,South,Technology,Laptop,5.0,892.09,0.0,4460.45,1339.22,False,False,False,2024-10,2,0.3002
ORD-10451,2024-12-08,2024-12-14,Second Class,CUST-0075,Customer 75,East,Furniture,Desk,3.0,1032.32,0.0,3096.96,1138.76,False,False,False,2024-12,6,0.3677
ORD-10452,2024-06-16,2024-06-23,Standard Class,CUST-0128,Customer 128,West,Technology,Monitor,5.0,1182.51,0.1,5321.3,1086.58,False,False,False,2024-06,7,0.2042
ORD-10453,2024-11-20,2024-11-24,Second Class,CUST-0138,Customer 138,North,Furniture,Bookcase,7.0,458.76,0.2,2569.06,103.88,False,False,False,2024-11,4,0.0404
ORD-10454,2024-12-02,2024-12-04,Same Day,CUST-0115,Customer 115,East,Furniture,Table Lamp,2.0,772.82,0.2,1236.51,329.16,False,False,False,2024-12,2,0.2662
ORD-10455,2024-12-02,2024-12-07,Standard Class,CUST-0038,Customer 38,West,Furniture,Table Lamp,8.0,940.49,0.0,7523.92,2457.03,False,False,False,2024-12,5,0.3266
ORD-10456,2024-07-16,2024-07-18,Same Day,CUST-0109,Customer 109,South,Office Supplies,Paper,6.0,719.35,0.0,4316.1,1788.74,False,False,False,2024-07,2,0.4144
ORD-10457,2024-02-17,2024-02-21,Second Class,CUST-0063,Customer 63,South,Technology,Laptop,5.0,494.59,0.0,2472.95,603.23,False,False,False,2024-02,4,0.2439
ORD-10458,2025-08-18,2025-08-23,Second Class,CUST-0172,Customer 172,North,Technology,Wireless Mouse,1.0,869.65,0.15,739.2,28.36,False,False,False,2025-08,5,0.0384
ORD-10459,2024-07-01,2024-07-06,Second Class,CUST-0017,Customer 17,East,Technology,Laptop,7.0,324.42,0.0,2270.94,1044.93,False,False,False,2024-07,5,0.4601
ORD-10460,2024-08-18,2024-08-24,Same Day,CUST-0051,Customer 51,West,Office Supplies,Pens (Box),6.0,250.29,0.0,1501.74,463.46,False,False,False,2024-08,6,0.3086
ORD-10461,2025-10-20,2025-10-21,Second Class,CUST-0134,Customer 134,East,Office Supplies,Paper,11.0,1021.06,0.3,7862.16,416.41,False,False,False,2025-10,1,0.053
ORD-10462,2024-07-07,2024-07-08,Same Day,CUST-0038,Customer 38,West,Furniture,Desk,7.0,208.08,0.3,1019.59,191.69,False,False,False,2024-07,1,0.188
ORD-10463,2024-11-16,2024-11-18,Standard Class,CUST-0140,Customer 140,South,Office Supplies,Binder,8.0,812.84,0.0,6502.72,1780.12,False,False,False,2024-11,2,0.2738
ORD-10464,2024-07-05,2024-07-09,First Class,CUST-0141,Customer 141,West,Furniture,Desk,8.0,854.84,0.1,6154.85,1655.28,False,False,False,2024-07,4,0.2689
ORD-10465,2025-11-01,2025-11-04,Same Day,CUST-0014,Customer 14,West,Furniture,Table Lamp,8.0,328.38,0.0,2627.04,1164.4,False,False,False,2025-11,3,0.4432
ORD-10466,2024-05-19,2024-05-24,First Class,CUST-0164,Customer 164,South,Office Supplies,Binder,1.0,235.64,0.0,235.64,107.19,False,False,False,2024-05,5,0.4549
ORD-10467,2024-07-19,2024-07-25,First Class,CUST-0132,Customer 132,East,Office Supplies,Paper,5.0,1081.82,0.0,5409.1,2623.22,False,False,False,2024-07,6,0.485
ORD-10468,2024-02-11,2024-02-16,Standard Class,CUST-0095,Customer 95,West,Technology,Wireless Mouse,7.0,933.4,0.0,6533.8,2573.22,False,False,False,2024-02,5,0.3938
ORD-10469,2024-02-19,2024-02-24,Standard Class,CUST-0108,Customer 108,East,Office Supplies,Paper,1.0,993.27,0.0,993.27,241.09,False,False,False,2024-02,5,0.2427
ORD-10470,2024-01-01,2024-01-04,Standard Class,CUST-0102,Customer 102,North,Furniture,Chair,4.0,720.24,0.0,2880.96,1315.66,False,False,False,2024-01,3,0.4567
ORD-10471,2025-07-20,2025-07-27,Standard Class,CUST-0161,Customer 161,West,Furniture,Chair,1.0,73.01,0.2,58.41,13.93,False,False,False,2025-07,7,0.2385
ORD-10472,2025-06-05,2025-06-06,Standard Class,CUST-0173,Customer 173,West,Office Supplies,Paper,1.0,722.96,0.1,650.66,264.84,False,False,False,2025-06,1,0.407
ORD-10473,2025-02-12,2025-02-19,Second Class,CUST-0050,Customer 50,West,Furniture,Table Lamp,7.0,1183.98,0.1,7459.07,1253.4,False,False,False,2025-02,7,0.168
ORD-10474,2025-09-24,2025-09-29,Same Day,CUST-0153,Customer 153,West,Technology,Laptop,2.0,440.79,0.0,881.58,284.28,False,False,False,2025-09,5,0.3225
ORD-10475,2025-11-16,2025-11-22,Standard Class,CUST-0183,Customer 183,South,Furniture,Table Lamp,6.0,212.66,0.0,1275.96,602.01,False,False,False,2025-11,6,0.4718
ORD-10476,2024-07-29,2024-08-02,First Class,CUST-0121,Customer 121,South,Furniture,Chair,7.0,238.06,0.0,1666.42,510.42,False,False,False,2024-07,4,0.3063
ORD-10477,2025-02-19,2025-02-26,First Class,CUST-0140,Customer 140,South,Technology,Wireless Mouse,5.0,668.24,0.0,3341.2,1490.15,False,False,False,2025-02,7,0.446
ORD-10478,2025-10-31,2025-11-01,Standard Class,CUST-0103,Customer 103,West,Furniture,Table Lamp,9.0,781.02,0.2,5623.34,1083.57,False,False,False,2025-10,1,0.1927
ORD-10479,2025-12-09,2025-12-15,Same Day,CUST-0121,Customer 121,South,Furniture,Chair,2.0,118.95,0.0,237.9,60.56,False,False,False,2025-12,6,0.2546
ORD-10480,2025-06-29,2025-06-30,Second Class,CUST-0039,Customer 39,South,Office Supplies,Paper,10.0,428.99,0.0,4289.9,1723.66,False,False,False,2025-06,1,0.4018
ORD-10481,2025-07-29,2025-08-04,Same Day,CUST-0115,Customer 115,East,Furniture,Bookcase,9.0,913.11,0.1,7396.19,2887.38,False,False,False,2025-07,6,0.3904
ORD-10482,2025-04-18,2025-04-19,First Class,CUST-0055,Customer 55,South,Technology,Laptop,4.0,582.8,0.0,2331.2,1074.12,False,False,False,2025-04,1,0.4608
ORD-10483,2024-06-26,2024-06-29,First Class,CUST-0141,Customer 141,West,Furniture,Bookcase,2.0,163.39,0.3,228.75,32.78,False,False,False,2024-06,3,0.1433
ORD-10484,2025-02-14,2025-02-21,First Class,CUST-0197,Customer 197,South,Technology,Wireless Mouse,11.0,1103.4,0.0,12137.4,5580.87,True,False,False,2025-02,7,0.4598
ORD-10485,2025-01-08,2025-01-12,Second Class,CUST-0182,Customer 182,North,Technology,Monitor,9.0,1055.91,0.0,9503.19,1520.74,False,False,False,2025-01,4,0.16
ORD-10486,2024-01-28,2024-01-30,First Class,CUST-0072,Customer 72,North,Office Supplies,Binder,8.0,965.78,0.0,7726.24,3028.21,False,False,False,2024-01,2,0.3919
ORD-10487,2025-09-05,2025-09-08,Standard Class,CUST-0093,Customer 93,West,Furniture,Chair,1.0,836.86,0.0,836.86,278.69,False,False,False,2025-09,3,0.333
ORD-10488,2025-07-11,2025-07-14,First Class,CUST-0037,Customer 37,West,Technology,Laptop,11.0,1142.09,0.0,12562.99,2061.73,True,False,False,2025-07,3,0.1641
ORD-10489,2024-10-30,2024-11-03,Standard Class,CUST-0002,Customer 2,West,Technology,Printer,8.0,846.42,0.15,5755.66,1224.17,False,False,False,2024-10,4,0.2127
ORD-10490,2025-04-30,2025-05-02,Standard Class,CUST-0162,Customer 162,East,Office Supplies,Paper,7.0,45.16,0.0,316.12,147.63,False,False,False,2025-04,2,0.467
ORD-10491,2024-12-04,2024-12-07,First Class,CUST-0114,Customer 114,South,Technology,Laptop,7.0,508.16,0.0,3557.12,1239.01,False,False,False,2024-12,3,0.3483
ORD-10492,2024-12-24,2024-12-31,Second Class,CUST-0032,Customer 32,North,Office Supplies,Stapler,7.0,586.94,0.3,2876.01,-265.83,False,False,False,2024-12,7,-0.0924
ORD-10493,2025-09-27,2025-10-04,Standard Class,CUST-0117,Customer 117,North,Technology,Laptop,1.0,1131.3,0.0,1131.3,464.31,False,False,False,2025-09,7,0.4104
ORD-10494,2024-02-15,2024-02-16,Same Day,CUST-0089,Customer 89,West,Technology,Laptop,11.0,35.47,0.0,390.17,185.31,False,False,False,2024-02,1,0.4749
ORD-10495,2024-05-20,2024-05-26,Same Day,CUST-0185,Customer 185,South,Office Supplies,Stapler,7.0,741.88,0.0,5193.16,2480.3,False,False,False,2024-05,6,0.4776
ORD-10496,2024-08-15,2024-08-16,Same Day,CUST-0063,Customer 63,South,Furniture,Chair,9.0,19.9,0.0,179.1,45.19,False,False,False,2024-08,1,0.2523
ORD-10497,2025-02-26,2025-02-28,Standard Class,CUST-0060,Customer 60,East,Technology,Laptop,10.0,490.77,0.15,4171.55,847.73,False,False,False,2025-02,2,0.2032
ORD-10498,2024-01-20,2024-01-23,First Class,CUST-0044,Customer 44,South,Technology,Monitor,8.0,295.0,0.0,2360.0,889.79,False,False,False,2024-01,3,0.377
ORD-10499,2024-09-30,2024-10-02,Standard Class,CUST-0001,Customer 1,North,Office Supplies,Pens (Box),4.0,627.32,0.0,2509.28,532.92,False,False,False,2024-09,2,0.2124
ORD-10500,2025-05-05,2025-05-08,Second Class,CUST-0182,Customer 182,North,Office Supplies,Stapler,5.0,955.65,0.0,4778.25,1094.95,False,False,False,2025-05,3,0.2292
ORD-10501,2024-08-06,2024-08-09,First Class,CUST-0096,Customer 96,South,Furniture,Bookcase,2.0,51.27,0.0,102.54,33.49,False,False,False,2024-08,3,0.3266
ORD-10502,2025-05-09,2025-05-11,First Class,CUST-0057,Customer 57,East,Office Supplies,Binder,7.0,802.02,0.0,5614.14,2126.78,False,False,False,2025-05,2,0.3788
ORD-10503,2024-10-17,2024-10-18,Second Class,CUST-0029,Customer 29,East,Technology,Laptop,4.0,399.73,0.1,1439.03,277.26,False,False,False,2024-10,1,0.1927
ORD-10504,2024-01-27,2024-02-02,Second Class,CUST-0115,Customer 115,East,Furniture,Table Lamp,6.0,1026.92,0.0,6161.52,1986.86,False,False,False,2024-01,6,0.3225
ORD-10505,2024-04-11,2024-04-18,Second Class,CUST-0133,Customer 133,North,Furniture,Bookcase,11.0,548.64,0.3,4224.53,601.33,False,False,False,2024-04,7,0.1423
ORD-10506,2024-05-27,2024-05-31,Second Class,CUST-0065,Customer 65,South,Technology,Printer,6.0,823.87,0.0,4943.22,837.45,False,False,False,2024-05,4,0.1694
ORD-10507,2024-06-29,2024-07-05,Same Day,CUST-0134,Customer 134,East,Furniture,Table Lamp,2.0,839.87,0.3,1175.82,319.29,False,False,False,2024-06,6,0.2715
ORD-10508,2024-03-21,2024-03-25,Same Day,CUST-0156,Customer 156,East,Office Supplies,Paper,9.0,831.89,0.0,7487.01,3563.15,False,False,False,2024-03,4,0.4759
ORD-10509,2024-09-26,2024-09-28,Same Day,CUST-0046,Customer 46,West,Technology,Monitor,10.0,1054.2,0.15,8960.7,1786.19,False,False,False,2024-09,2,0.1993
ORD-10510,2025-04-25,2025-04-29,Second Class,CUST-0059,Customer 59,East,Office Supplies,Paper,9.0,165.1,0.0,1485.9,714.67,False,False,False,2025-04,4,0.481
ORD-10511,2024-07-25,2024-08-01,Second Class,CUST-0054,Customer 54,South,Furniture,Desk,7.0,945.21,0.0,6616.47,1339.18,False,False,False,2024-07,7,0.2024
ORD-10512,2024-10-20,2024-10-27,Same Day,CUST-0018,Customer 18,North,Furniture,Bookcase,2.0,189.26,0.0,378.52,177.82,False,False,False,2024-10,7,0.4698
ORD-10513,2024-11-23,2024-11-25,First Class,CUST-0053,Customer 53,South,Office Supplies,Binder,10.0,677.22,0.0,6772.2,1052.31,False,False,False,2024-11,2,0.1554
ORD-10514,2024-08-28,2024-08-31,Second Class,CUST-0135,Customer 135,West,Furniture,Bookcase,11.0,390.19,0.0,4292.09,1250.36,False,False,False,2024-08,3,0.2913
ORD-10515,2024-01-16,2024-01-21,First Class,CUST-0185,Customer 185,South,Furniture,Chair,1.0,440.41,0.15,374.35,102.25,False,False,False,2024-01,5,0.2731
ORD-10516,2025-08-22,2025-08-23,Standard Class,CUST-0104,Customer 104,North,Furniture,Desk,11.0,831.8,0.0,147904.36259409625,4571.72,True,False,True,2025-08,1,0.0309
ORD-10517,2024-02-27,2024-03-04,Second Class,CUST-0017,Customer 17,East,Office Supplies,Stapler,9.0,1125.39,0.2,8102.81,2966.09,False,False,False,2024-02,6,0.3661
ORD-10518,2024-01-05,2024-01-06,First Class,CUST-0190,Customer 190,South,Technology,Wireless Mouse,4.0,349.4,0.1,1257.84,171.13,False,False,False,2024-01,1,0.1361
ORD-10519,2025-08-02,2025-08-06,Second Class,CUST-0024,Customer 24,West,Furniture,Desk,4.0,1160.28,0.0,4641.12,1594.25,False,False,False,2025-08,4,0.3435
ORD-10520,2024-11-11,2024-11-14,First Class,CUST-0103,Customer 103,West,Technology,Printer,8.0,992.92,0.2,6354.69,-208.42,False,False,False,2024-11,3,-0.0328
ORD-10521,2024-05-25,2024-05-31,Standard Class,CUST-0072,Customer 72,North,Technology,Monitor,8.0,1006.8,0.0,8054.4,2053.93,False,False,False,2024-05,6,0.255
ORD-10522,2024-06-01,2024-06-08,Same Day,CUST-0027,Customer 27,South,Furniture,Bookcase,9.0,600.56,0.0,5405.04,2697.83,False,False,False,2024-06,7,0.4991
ORD-10523,2024-09-05,2024-09-08,Second Class,CUST-0108,Customer 108,East,Technology,Monitor,2.0,980.55,0.1,1764.99,263.95,False,False,False,2024-09,3,0.1495
ORD-10524,2025-02-20,2025-02-21,First Class,CUST-0191,Customer 191,East,Office Supplies,Binder,11.0,5.77,0.0,63.47,15.78,False,False,False,2025-02,1,0.2486
ORD-10525,2025-03-15,2025-03-20,Standard Class,CUST-0168,Customer 168,North,Technology,Monitor,9.0,819.24,0.0,7373.16,1211.59,False,False,False,2025-03,5,0.1643
ORD-10526,2025-11-01,2025-11-02,First Class,CUST-0180,Customer 180,East,Furniture,Table Lamp,5.0,907.67,0.0,4538.35,1995.7,False,False,False,2025-11,1,0.4397
ORD-10527,2025-08-06,2025-08-10,Same Day,CUST-0163,Customer 163,South,Office Supplies,Stapler,6.0,1042.55,0.0,6255.3,2293.64,False,False,False,2025-08,4,0.3667
ORD-10528,2024-04-22,2024-04-29,Standard Class,CUST-0115,Customer 115,East,Office Supplies,Paper,11.0,1005.95,0.0,11065.45,5344.03,True,False,False,2024-04,7,0.4829
ORD-10529,2025-06-04,2025-06-09,Same Day,CUST-0044,Customer 44,South,Technology,Laptop,2.0,847.63,0.1,1525.73,542.64,False,False,False,2025-06,5,0.3557
ORD-10530,2025-10-10,2025-10-11,Second Class,CUST-0082,Customer 82,South,Furniture,Desk,4.0,655.2,0.15,2227.68,710.66,False,False,False,2025-10,1,0.319
ORD-10531,2024-12-01,2024-12-08,First Class,CUST-0189,Customer 189,North,Technology,Monitor,6.0,1197.19,0.0,7183.14,1449.65,False,False,False,2024-12,7,0.2018
ORD-10532,2025-01-14,2025-01-18,Same Day,CUST-0152,Customer 152,South,Furniture,Desk,2.0,354.5,0.1,638.1,159.95,False,False,False,2025-01,4,0.2507
ORD-10533,2025-10-10,2025-10-12,Second Class,CUST-0197,Customer 197,South,Technology,Monitor,6.0,854.73,0.0,5128.38,940.66,False,False,False,2025-10,2,0.1834
ORD-10534,2025-09-20,2025-09-22,Same Day,CUST-0062,Customer 62,East,Furniture,Table Lamp,9.0,582.07,0.15,4452.84,1271.05,False,False,False,2025-09,2,0.2854
ORD-10535,2024-04-12,2024-04-18,Second Class,CUST-0008,Customer 8,East,Furniture,Chair,4.0,537.65,0.0,2150.6,783.99,False,False,False,2024-04,6,0.3645
ORD-10536,2024-02-23,2024-02-28,First Class,CUST-0077,Customer 77,South,Office Supplies,Stapler,2.0,920.06,0.1,1656.11,477.34,False,False,False,2024-02,5,0.2882
ORD-10537,2024-10-10,2024-10-13,Second Class,CUST-0125,Customer 125,West,Office Supplies,Pens (Box),9.0,471.58,0.0,4244.22,964.39,False,False,False,2024-10,3,0.2272
ORD-10538,2025-08-11,2025-08-15,Same Day,CUST-0182,Customer 182,North,Furniture,Desk,3.0,108.73,0.0,326.19,49.19,False,False,False,2025-08,4,0.1508
ORD-10539,2024-01-04,2024-01-08,Same Day,CUST-0127,Customer 127,North,Office Supplies,Binder,11.0,528.79,0.0,5816.69,2643.63,False,False,False,2024-01,4,0.4545
ORD-10540,2024-01-03,2024-01-05,Standard Class,CUST-0036,Customer 36,North,Technology,Wireless Mouse,9.0,176.12,0.0,1585.08,682.16,False,False,False,2024-01,2,0.4304
ORD-10541,2025-02-23,2025-02-28,Second Class,CUST-0035,Customer 35,West,Technology,Monitor,4.0,739.95,0.15,2515.83,411.72,False,False,False,2025-02,5,0.1637
ORD-10542,2024-08-22,2024-08-28,Second Class,CUST-0128,Customer 128,West,Technology,Laptop,10.0,1157.32,0.0,11573.2,4662.51,True,False,False,2024-08,6,0.4029
ORD-10543,2025-10-29,2025-11-03,Standard Class,CUST-0078,Customer 78,North,Office Supplies,Binder,8.0,674.98,0.15,4589.86,619.07,False,False,False,2025-10,5,0.1349
ORD-10544,2025-12-05,2025-12-08,Standard Class,CUST-0093,Customer 93,West,Furniture,Chair,9.0,720.64,0.0,6485.76,1905.79,False,False,False,2025-12,3,0.2938
ORD-10545,2025-06-04,2025-06-05,Standard Class,CUST-0030,Customer 30,South,Office Supplies,Paper,3.0,966.43,0.0,2899.29,1168.99,False,False,False,2025-06,1,0.4032
ORD-10546,2024-02-07,2024-02-09,Standard Class,CUST-0074,Customer 74,North,Technology,Laptop,5.0,908.27,0.0,4541.35,1651.84,False,False,False,2024-02,2,0.3637
ORD-10547,2025-07-10,2025-07-13,Same Day,CUST-0158,Customer 158,East,Office Supplies,Pens (Box),4.0,256.18,0.0,1024.72,439.5,False,False,False,2025-07,3,0.4289
ORD-10548,2024-10-31,2024-11-07,Same Day,CUST-0164,Customer 164,South,Technology,Laptop,10.0,1055.96,0.0,10559.6,4493.78,False,False,False,2024-10,7,0.4256
ORD-10549,2024-08-31,2024-09-01,Same Day,CUST-0173,Customer 173,West,Office Supplies,Paper,8.0,292.37,0.0,2338.96,996.57,False,False,False,2024-08,1,0.4261
ORD-10550,2024-09-19,2024-09-26,Same Day,CUST-0009,Customer 9,North,Furniture,Bookcase,10.0,734.94,0.0,7349.4,2785.07,False,False,False,2024-09,7,0.379
ORD-10551,2024-02-15,2024-02-21,Standard Class,CUST-0047,Customer 47,South,Office Supplies,Binder,4.0,687.96,0.0,2751.84,1324.55,False,False,False,2024-02,6,0.4813
ORD-10552,2024-12-21,2024-12-24,Same Day,CUST-0196,Customer 196,North,Office Supplies,Binder,9.0,225.44,0.0,2028.96,767.34,False,False,False,2024-12,3,0.3782
ORD-10553,2025-07-29,2025-08-02,Standard Class,CUST-0047,Customer 47,South,Technology,Monitor,5.0,51.5,0.0,257.5,120.44,False,False,False,2025-07,4,0.4677
ORD-10554,2024-08-06,2024-08-12,Same Day,CUST-0144,Customer 144,South,Office Supplies,Binder,4.0,61.62,0.0,246.48,86.14,False,False,False,2024-08,6,0.3495
ORD-10555,2025-04-27,2025-04-30,Standard Class,CUST-0187,Customer 187,North,Furniture,Desk,7.0,822.75,0.0,5759.25,2571.01,False,False,False,2025-04,3,0.4464
ORD-10556,2025-06-19,2025-06-24,Same Day,CUST-0087,Customer 87,North,Office Supplies,Binder,10.0,1041.78,0.1,9376.02,549.16,False,False,False,2025-06,5,0.0586
ORD-10557,2025-03-05,2025-03-09,Standard Class,CUST-0033,Customer 33,North,Office Supplies,Pens (Box),10.0,877.67,0.15,7460.19,200.64,False,False,False,2025-03,4,0.0269
ORD-10558,2025-09-13,2025-09-19,Same Day,CUST-0123,Customer 123,East,Technology,Printer,8.0,520.47,0.15,3539.2,292.41,False,False,False,2025-09,6,0.0826
ORD-10559,2024-11-23,2024-11-28,Standard Class,CUST-0141,Customer 141,West,Furniture,Bookcase,6.0,581.595,0.0,5820.93,-126.72,False,False,True,2024-11,5,-0.0218
ORD-10560,2025-12-12,2025-12-18,Second Class,CUST-0112,Customer 112,West,Office Supplies,Paper,9.0,309.75,0.1,2508.97,338.63,False,False,False,2025-12,6,0.135
ORD-10561,2024-03-22,2024-03-28,Standard Class,CUST-0113,Customer 113,East,Furniture,Desk,3.0,1028.51,0.0,3085.53,1445.42,False,False,False,2024-03,6,0.4685
ORD-10562,2024-08-13,2024-08-19,Second Class,CUST-0178,Customer 178,North,Office Supplies,Pens (Box),9.0,244.32,0.0,2198.88,705.76,False,False,False,2024-08,6,0.321
ORD-10563,2024-01-10,2024-01-17,Standard Class,CUST-0011,Customer 11,East,Office Supplies,Stapler,6.0,415.86,0.0,2495.16,1004.67,False,False,False,2024-01,7,0.4026
ORD-10564,2024-08-26,2024-08-29,Same Day,CUST-0105,Customer 105,West,Furniture,Table Lamp,6.0,110.63,0.0,663.78,318.32,False,False,False,2024-08,3,0.4796
ORD-10565,2024-09-27,2024-10-04,Second Class,CUST-0077,Customer 77,South,Technology,Laptop,4.0,796.15,0.0,3184.6,544.71,False,False,False,2024-09,7,0.171
ORD-10566,2025-08-01,2025-08-07,Same Day,CUST-0194,Customer 194,South,Technology,Wireless Mouse,6.0,592.11,0.1,3197.39,1323.75,False,False,False,2025-08,6,0.414
ORD-10567,2024-09-17,2024-09-21,First Class,CUST-0134,Customer 134,East,Office Supplies,Stapler,1.0,1004.16,0.2,803.33,221.75,False,False,False,2024-09,4,0.276
ORD-10568,2024-04-03,2024-04-08,Second Class,CUST-0034,Customer 34,East,Furniture,Table Lamp,6.0,422.06,0.1,2279.12,816.57,False,False,False,2024-04,5,0.3583
ORD-10569,2024-12-24,2024-12-30,First Class,CUST-0082,Customer 82,South,Furniture,Table Lamp,2.0,676.98,0.1,1218.56,234.07,False,False,False,2024-12,6,0.1921
