OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Region,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10460,2024-08-18,2024-08-24,Same Day,CUST-0051,Customer 51,West,Office Supplies,Pens (Box),6.0,250.29,0.0,1501.74,463.46
ORD-10461,2025-10-20,2025-10-21,Second Class,CUST-0134,Customer 134,East,Office Supplies,Paper,11.0,1021.06,0.3,7862.16,416.41
ORD-10462,2024-07-07,2024-07-08,Same Day,CUST-0038,Customer 38,West,Furniture,Desk,7.0,208.08,0.3,1019.59,191.69
ORD-10463,2024-11-16,2024-11-18,Standard Class,CUST-0140,Customer 140,south,Office Supplies,Binder,8.0,812.84,0.0,6502.72,1780.12
ORD-10464,05/07/2024,2024-07-09,First Class,CUST-0141,Customer 141,west,Furniture,Desk,8.0,854.84,0.1,6154.85,1655.28
ORD-10465,01/11/2025,2025-11-04,Same Day,CUST-0014,  Customer 14  ,West,Furniture,Table Lamp,8.0,328.38,0.0,2627.04,1164.4
ORD-10466,19/05/2024,2024-05-24,First Class,CUST-0164,Customer 164,South,Office Supplies,Binder,1.0,235.64,0.0,235.64,107.19
ORD-10467,2024-07-19,2024-07-25,First Class,CUST-0132,Customer 132,East,OFFICE SUPPLIES,Paper,5.0,1081.82,0.0,5409.1,2623.22
ORD-10468,2024-02-11,2024-02-16,Standard Class,CUST-0095,Customer 95,West,Technology,Wireless Mouse,7.0,933.4,0.0,6533.8,2573.22
ORD-10469,2024-02-19,2024-02-24,Standard Class,CUST-0108,Customer 108,East,Office Supplies,Paper,1.0,993.27,0.0,993.27,241.09
ORD-10470,2024-01-01,2024-01-04,Standard Class,CUST-0102,Customer 102,north,Furniture,Chair,4.0,720.24,0.0,2880.96,1315.66
ORD-10471,2025-07-20,2025-07-27,Standard Class,CUST-0161,Customer 161,West,Furniture,Chair,1.0,73.01,0.2,58.41,13.93
ORD-10472,2025-06-05,2025-06-06,Standard Class,CUST-0173,Customer 173,West,Office Supplies,Paper,1.0,722.96,0.1,650.66,264.84
ORD-10473,2025-02-12,2025-02-19,Second Class,CUST-0050,  Customer 50  ,West,Furniture,Table Lamp,7.0,1183.98,0.1,7459.07,1253.4
ORD-10474,24/09/2025,2025-09-29,Same Day,CUST-0153,Customer 153,west,Technology,Laptop,2.0,440.79,0.0,881.58,284.28
ORD-10475,2025-11-16,2025-11-22,Standard Class,CUST-0183,Customer 183,South,FURNITURE,Table Lamp,6.0,212.66,0.0,1275.96,602.01
ORD-10476,2024-07-29,2024-08-02,First Class,CUST-0121,  Customer 121  ,South,Furniture,Chair,7.0,238.06,0.0,1666.42,510.42
ORD-10477,2025-02-19,2025-02-26,First Class,CUST-0140,Customer 140,South,Technology,Wireless Mouse,5.0,668.24,0.0,3341.2,1490.15
ORD-10478,2025-10-31,2025-11-01,Standard Class,CUST-0103,Customer 103,West,Furniture,Table Lamp,9.0,781.02,0.2,5623.34,1083.57
ORD-10479,2025-12-09,2025-12-15,Same Day,CUST-0121,Customer 121,South,Furniture,Chair,2.0,118.95,0.0,237.9,60.56
ORD-10480,2025-06-29,2025-06-30,Second Class,CUST-0039,Customer 39,South,Office Supplies,Paper,10.0,428.99,0.0,4289.9,1723.66
ORD-10481,2025-07-29,2025-08-04,Same Day,CUST-0115,Customer 115,East,FURNITURE,Bookcase,9.0,913.11,0.1,7396.19,2887.38
ORD-10482,2025-04-18,2025-04-19,First Class,CUST-0055,Customer 55,South,Technology,Laptop,4.0,582.8,0.0,2331.2,1074.12
ORD-10483,2024-06-26,2024-06-29,First Class,CUST-0141,Customer 141,West,Furniture,Bookcase,2.0,163.39,0.3,228.75,32.78
ORD-10484,14/02/2025,2025-02-21,First Class,CUST-0197,Customer 197,South,Technology,Wireless Mouse,11.0,1103.4,0.0,12137.4,5580.87
ORD-10485,08/01/2025,2025-01-12,Second Class,CUST-0182,Customer 182,North,Technology,Monitor,9.0,1055.91,0.0,9503.19,1520.74
ORD-10486,2024-01-28,2024-01-30,First Class,CUST-0072,Customer 72,North,Office Supplies,Binder,8.0,965.78,0.0,7726.24,3028.21
ORD-10487,2025-09-05,2025-09-08,Standard Class,CUST-0093,  Customer 93  ,West,Furniture,Chair,1.0,836.86,0.0,836.86,278.69
ORD-10488,2025-07-11,2025-07-14,First Class,CUST-0037,Customer 37,West,Technology,Laptop,11.0,1142.09,0.0,12562.99,2061.73
ORD-10489,2024-10-30,2024-11-03,Standard Class,CUST-0002,Customer 2,West,Technology,Printer,8.0,846.42,0.15,5755.66,1224.17
ORD-10490,30/04/2025,2025-05-02,Standard Class,CUST-0162,Customer 162,East,Office Supplies,Paper,7.0,45.16,0.0,316.12,147.63
ORD-10491,2024-12-04,2024-12-07,First Class,CUST-0114,  Customer 114  ,South,TECHNOLOGY,Laptop,7.0,508.16,0.0,3557.12,1239.01
ORD-10492,2024-12-24,2024-12-31,Second Class,CUST-0032,  Customer 32  ,North,Office Supplies,Stapler,7.0,586.94,0.3,2876.01,-265.83
ORD-10493,2025-09-27,2025-10-04,Standard Class,CUST-0117,Customer 117,north,Technology,Laptop,1.0,1131.3,0.0,1131.3,464.31
ORD-10494,2024-02-15,2024-02-16,Same Day,CUST-0089,Customer 89,West,Technology,Laptop,11.0,35.47,0.0,390.17,185.31
ORD-10495,2024-05-20,2024-05-26,Same Day,CUST-0185,Customer 185,South,Office Supplies,Stapler,7.0,741.88,0.0,5193.16,2480.3
ORD-10496,2024-08-15,2024-08-16,Same Day,CUST-0063,Customer 63,south,Furniture,Chair,9.0,19.9,0.0,179.1,45.19
ORD-10497,2025-02-26,2025-02-28,Standard Class,CUST-0060,Customer 60,East,Technology,Laptop,10.0,490.77,0.15,4171.55,847.73
ORD-10498,20/01/2024,2024-01-23,First Class,CUST-0044,Customer 44,South,Technology,Monitor,8.0,295.0,0.0,2360.0,889.79
ORD-10499,2024-09-30,2024-10-02,Standard Class,CUST-0001,  Customer 1  ,North,Office Supplies,Pens (Box),4.0,627.32,0.0,2509.28,532.92
ORD-10500,05/05/2025,2025-05-08,Second Class,CUST-0182,Customer 182,North,Office Supplies,Stapler,5.0,955.65,0.0,4778.25,1094.95
ORD-10501,2024-08-06,2024-08-09,First Class,CUST-0096,Customer 96,South,Furniture,Bookcase,2.0,51.27,0.0,102.54,33.49
ORD-10502,2025-05-09,2025-05-11,First Class,CUST-0057,Customer 57,East,Office Supplies,Binder,7.0,802.02,0.0,5614.14,2126.78
ORD-10503,2024-10-17,2024-10-18,Second Class,CUST-0029,Customer 29,East,Technology,Laptop,4.0,399.73,0.1,1439.03,277.26
ORD-10504,2024-01-27,2024-02-02,Second Class,CUST-0115,Customer 115,east,Furniture,Table Lamp,6.0,1026.92,0.0,6161.52,1986.86
ORD-10505,2024-04-11,2024-04-18,Second Class,CUST-0133,Customer 133,North,Furniture,Bookcase,11.0,548.64,0.3,4224.53,601.33
ORD-10506,2024-05-27,2024-05-31,Second Class,CUST-0065,Customer 65,South,Technology,Printer,6.0,823.87,0.0,4943.22,837.45
ORD-10507,2024-06-29,2024-07-05,Same Day,CUST-0134,Customer 134,East,Furniture,Table Lamp,2.0,839.87,0.3,1175.82,319.29
ORD-10508,2024-03-21,2024-03-25,Same Day,CUST-0156,Customer 156,East,Office Supplies,Paper,9.0,831.89,0.0,7487.01,3563.15
ORD-10509,2024-09-26,2024-09-28,Same Day,CUST-0046,  Customer 46  ,west,Technology,Monitor,10.0,1054.2,0.15,8960.7,1786.19
ORD-10510,25/04/2025,2025-04-29,Second Class,CUST-0059,Customer 59,East,Office Supplies,Paper,9.0,165.1,0.0,1485.9,714.67
ORD-10511,25/07/2024,2024-08-01,Second Class,CUST-0054,Customer 54,South,Furniture,Desk,7.0,945.21,0.0,6616.47,1339.18
ORD-10512,2024-10-20,2024-10-27,Same Day,CUST-0018,Customer 18,North,Furniture,Bookcase,2.0,189.26,0.0,378.52,177.82
ORD-10513,2024-11-23,2024-11-25,First Class,CUST-0053,Customer 53,South,Office Supplies,Binder,10.0,677.22,0.0,6772.2,1052.31
ORD-10514,2024-08-28,2024-08-31,Second Class,CUST-0135,Customer 135,West,Furniture,Bookcase,11.0,390.19,0.0,4292.09,1250.36
ORD-10515,2024-01-16,2024-01-21,First Class,CUST-0185,Customer 185,South,Furniture,Chair,1.0,440.41,0.15,374.35,102.25
ORD-10516,22/08/2025,2025-08-23,Standard Class,CUST-0104,Customer 104,North,Furniture,Desk,11.0,831.8,0.0,147904.36259409625,4571.72
ORD-10517,2024-02-27,2024-03-04,Second Class,CUST-0017,Customer 17,East,Office Supplies,Stapler,9.0,1125.39,0.2,8102.81,2966.09
ORD-10518,2024-01-05,2024-01-06,First Class,CUST-0190,Customer 190,south,Technology,Wireless Mouse,4.0,349.4,0.1,1257.84,171.13
ORD-10519,2025-08-02,2025-08-06,Second Class,CUST-0024,Customer 24,west,Furniture,Desk,4.0,1160.28,0.0,4641.12,1594.25
ORD-10520,2024-11-11,2024-11-14,First Class,CUST-0103,  Customer 103  ,West,Technology,Printer,8.0,992.92,0.2,6354.69,-208.42
ORD-10521,25/05/2024,2024-05-31,Standard Class,CUST-0072,Customer 72,north,TECHNOLOGY,Monitor,8.0,1006.8,0.0,8054.4,2053.93
ORD-10522,2024-06-01,2024-06-08,Same Day,CUST-0027,Customer 27,South,Furniture,Bookcase,9.0,600.56,0.0,5405.04,2697.83
ORD-10523,2024-09-05,2024-09-08,Second Class,CUST-0108,Customer 108,East,TECHNOLOGY,Monitor,2.0,980.55,0.1,1764.99,263.95
ORD-10524,2025-02-20,2025-02-21,First Class,CUST-0191,Customer 191,East,Office Supplies,Binder,11.0,5.77,0.0,63.47,15.78
ORD-10525,2025-03-15,2025-03-20,Standard Class,CUST-0168,Customer 168,North,Technology,Monitor,9.0,819.24,0.0,7373.16,1211.59
ORD-10526,01/11/2025,2025-11-02,First Class,CUST-0180,Customer 180,East,Furniture,Table Lamp,5.0,907.67,0.0,4538.35,1995.7
ORD-10527,2025-08-06,2025-08-10,Same Day,CUST-0163,Customer 163,south,Office Supplies,Stapler,6.0,1042.55,0.0,6255.3,2293.64
ORD-10528,2024-04-22,2024-04-29,Standard Class,CUST-0115,Customer 115,East,Office Supplies,Paper,11.0,1005.95,0.0,11065.45,5344.03
ORD-10529,04/06/2025,2025-06-09,Same Day,CUST-0044,Customer 44,South,Technology,Laptop,2.0,847.63,0.1,1525.73,542.64
ORD-10530,2025-10-10,2025-10-11,Second Class,CUST-0082,Customer 82,South,FURNITURE,Desk,4.0,655.2,0.15,2227.68,710.66
ORD-10531,2024-12-01,2024-12-08,First Class,CUST-0189,Customer 189,North,Technology,Monitor,6.0,1197.19,0.0,7183.14,1449.65
ORD-10532,2025-01-14,2025-01-18,Same Day,CUST-0152,Customer 152,South,Furniture,Desk,2.0,354.5,0.1,638.1,159.95
ORD-10533,2025-10-10,2025-10-12,Second Class,CUST-0197,Customer 197,South,Technology,Monitor,6.0,854.73,0.0,5128.38,940.66
ORD-10534,2025-09-20,2025-09-22,Same Day,CUST-0062,Customer 62,East,Furniture,Table Lamp,9.0,582.07,0.15,4452.84,1271.05
ORD-10535,2024-04-12,2024-04-18,Second Class,CUST-0008,Customer 8,East,Furniture,Chair,4.0,537.65,0.0,2150.6,783.99
ORD-10536,2024-02-23,2024-02-28,First Class,CUST-0077,  Customer 77  ,south,Office Supplies,Stapler,2.0,920.06,0.1,1656.11,477.34
ORD-10537,2024-10-10,2024-10-13,Second Class,CUST-0125,Customer 125,West,Office Supplies,Pens (Box),9.0,471.58,0.0,4244.22,964.39
ORD-10538,11/08/2025,2025-08-15,Same Day,CUST-0182,Customer 182,North,Furniture,Desk,3.0,108.73,0.0,326.19,49.19
ORD-10539,04/01/2024,2024-01-08,Same Day,CUST-0127,  Customer 127  ,north,Office Supplies,Binder,11.0,528.79,0.0,5816.69,2643.63
ORD-10540,2024-01-03,2024-01-05,Standard Class,CUST-0036,Customer 36,North,Technology,Wireless Mouse,9.0,176.12,0.0,1585.08,682.16
ORD-10541,23/02/2025,2025-02-28,Second Class,CUST-0035,Customer 35,West,Technology,Monitor,4.0,739.95,0.15,2515.83,411.72
ORD-10542,2024-08-22,2024-08-28,Second Class,CUST-0128,Customer 128,west,Technology,Laptop,10.0,1157.32,0.0,11573.2,4662.51
ORD-10543,2025-10-29,2025-11-03,Standard Class,CUST-0078,Customer 78,north,Office Supplies,Binder,8.0,674.98,0.15,4589.86,619.07
ORD-10544,05/12/2025,2025-12-08,Standard Class,CUST-0093,Customer 93,West,Furniture,Chair,9.0,720.64,0.0,6485.76,1905.79
ORD-10545,2025-06-04,2025-06-05,Standard Class,CUST-0030,Customer 30,South,Office Supplies,Paper,3.0,966.43,0.0,2899.29,1168.99
ORD-10546,2024-02-07,2024-02-09,Standard Class,CUST-0074,Customer 74,north,Technology,Laptop,5.0,908.27,0.0,4541.35,1651.84
ORD-10547,2025-07-10,2025-07-13,Same Day,CUST-0158,Customer 158,East,Office Supplies,Pens (Box),4.0,256.18,0.0,1024.72,439.5
ORD-10548,2024-10-31,2024-11-07,Same Day,CUST-0164,Customer 164,South,Technology,Laptop,10.0,1055.96,0.0,10559.6,4493.78
ORD-10549,2024-08-31,2024-09-01,Same Day,CUST-0173,Customer 173,West,Office Supplies,Paper,8.0,292.37,0.0,2338.96,996.57
ORD-10550,2024-09-19,2024-09-26,Same Day,CUST-0009,  Customer 9  ,North,Furniture,Bookcase,10.0,734.94,0.0,7349.4,2785.07
ORD-10551,2024-02-15,2024-02-21,Standard Class,CUST-0047,Customer 47,south,Office Supplies,Binder,4.0,687.96,0.0,2751.84,1324.55
ORD-10552,21/12/2024,2024-12-24,Same Day,CUST-0196,Customer 196,North,Office Supplies,Binder,9.0,225.44,0.0,2028.96,767.34
ORD-10553,2025-07-29,2025-08-02,Standard Class,CUST-0047,Customer 47,South,Technology,Monitor,5.0,51.5,0.0,257.5,120.44
ORD-10554,2024-08-06,2024-08-12,Same Day,CUST-0144,Customer 144,South,Office Supplies,Binder,4.0,61.62,0.0,246.48,86.14
ORD-10555,27/04/2025,2025-04-30,Standard Class,CUST-0187,Customer 187,North,Furniture,Desk,7.0,822.75,0.0,5759.25,2571.01
ORD-10556,2025-06-19,2025-06-24,Same Day,CUST-0087,Customer 87,North,Office Supplies,Binder,10.0,1041.78,0.1,9376.02,549.16
ORD-10557,2025-03-05,2025-03-09,Standard Class,CUST-0033,Customer 33,North,Office Supplies,Pens (Box),10.0,877.67,0.15,7460.19,200.64
ORD-10558,2025-09-13,2025-09-19,Same Day,CUST-0123,Customer 123,East,Technology,Printer,8.0,520.47,0.15,3539.2,292.41
ORD-10559,2024-11-23,2024-11-28,,CUST-0141,Customer 141,West,Furniture,Bookcase,,,,5820.93,-126.72
ORD-10560,2025-12-12,2025-12-18,Second Class,CUST-0112,Customer 112,West,Office Supplies,Paper,9.0,309.75,0.1,2508.97,338.63
ORD-10561,2024-03-22,2024-03-28,Standard Class,CUST-0113,Customer 113,East,FURNITURE,Desk,3.0,1028.51,0.0,3085.53,1445.42
ORD-10562,2024-08-13,2024-08-19,Second Class,CUST-0178,Customer 178,north,OFFICE SUPPLIES,Pens (Box),9.0,244.32,0.0,2198.88,705.76
ORD-10563,2024-01-10,2024-01-17,Standard Class,CUST-0011,Customer 11,East,Office Supplies,Stapler,6.0,415.86,0.0,2495.16,1004.67
ORD-10564,2024-08-26,2024-08-29,Same Day,CUST-0105,Customer 105,West,Furniture,Table Lamp,6.0,110.63,0.0,663.78,318.32
ORD-10565,2024-09-27,2024-10-04,Second Class,CUST-0077,Customer 77,South,Technology,Laptop,4.0,796.15,0.0,3184.6,544.71
ORD-10566,2025-08-01,2025-08-07,Same Day,CUST-0194,Customer 194,South,Technology,Wireless Mouse,6.0,592.11,0.1,3197.39,1323.75
ORD-10567,2024-09-17,2024-09-21,First Class,CUST-0134,  Customer 134  ,East,Office Supplies,Stapler,1.0,1004.16,0.2,803.33,221.75
ORD-10568,2024-04-03,2024-04-08,Second Class,CUST-0034,Customer 34,East,Furniture,Table Lamp,6.0,422.06,0.1,2279.12,816.57
ORD-10569,24/12/2024,2024-12-30,First Class,CUST-0082,Customer 82,South,Furniture,Table Lamp,2.0,676.98,0.1,1218.56,234.07
ORD-10570,2024-01-12,2024-01-14,Standard Class,CUST-0050,Customer 50,West,Furniture,Desk,2.0,251.92,0.0,503.84,220.49
ORD-10571,2025-11-14,2025-11-18,Same Day,CUST-0022,Customer 22,South,Furniture,Desk,8.0,757.35,0.2,4847.04,125.06
ORD-10572,2024-02-14,2024-02-15,Second Class,CUST-0024,Customer 24,West,Office Supplies,Stapler,3.0,519.91,0.0,1559.73,546.32
ORD-10573,2025-02-10,2025-02-11,First Class,CUST-0157,  Customer 157  ,North,Office Supplies,Pens (Box),10.0,923.38,0.0,9233.8,2877.06
ORD-10574,2024-07-16,2024-07-21,,CUST-0174,Customer 174,East,TECHNOLOGY,Printer,,396.77,,1269.66,129.3
ORD-10575,2025-06-04,2025-06-09,Same Day,CUST-0006,Customer 6,West,Technology,Wireless Mouse,5.0,566.87,0.0,2834.35,980.83
ORD-10576,2024-07-25,2024-07-26,First Class,CUST-0120,Customer 120,North,Office Supplies,Pens (Box),5.0,820.66,0.0,4103.3,1114.37
ORD-10577,2024-02-23,2024-02-25,First Class,CUST-0168,Customer 168,North,Office Supplies,Pens (Box),6.0,880.12,0.1,4752.65,1675.61
ORD-10578,2024-09-24,2024-09-27,,CUST-0034,  Customer 34  ,East,Technology,Monitor,,472.2,,5194.2,2197.35
ORD-10579,2025-10-09,2025-10-14,Standard Class,CUST-0165,Customer 165,South,Technology,Printer,8.0,102.32,0.0,818.56,401.2
ORD-10580,2024-08-24,2024-08-29,Second Class,CUST-0092,Customer 92,West,Furniture,Table Lamp,7.0,678.75,0.0,4751.25,1344.42
ORD-10581,2025-04-13,2025-04-16,Standard Class,CUST-0111,Customer 111,South,Technology,Wireless Mouse,3.0,138.27,0.0,414.81,62.36
ORD-10582,2024-01-15,2024-01-19,First Class,CUST-0068,Customer 68,south,Furniture,Table Lamp,2.0,505.21,0.1,909.38,80.72
ORD-10583,29/08/2025,2025-09-05,Second Class,CUST-0095,Customer 95,West,Technology,Monitor,11.0,51.99,0.3,400.32,-55.64
ORD-10584,2025-04-29,2025-05-06,First Class,CUST-0105,Customer 105,west,Technology,Laptop,10.0,621.45,0.0,6214.5,1096.13
ORD-10585,2025-06-20,2025-06-26,Same Day,CUST-0012,Customer 12,west,Furniture,Chair,5.0,164.53,0.0,822.65,370.05
ORD-10586,2024-09-30,2024-10-04,First Class,CUST-0055,  Customer 55  ,South,Furniture,Bookcase,2.0,803.85,0.15,1366.55,66.83
ORD-10587,2025-02-06,2025-02-09,Standard Class,CUST-0137,Customer 137,East,Office Supplies,Paper,6.0,572.06,0.15,2917.51,737.17
ORD-10588,2025-02-01,2025-02-08,Same Day,CUST-0157,Customer 157,North,Technology,Printer,11.0,794.25,,8736.75,3702.26
ORD-10589,2025-06-29,2025-07-05,Standard Class,CUST-0055,Customer 55,South,Technology,Monitor,11.0,252.79,0.0,2780.69,868.09
ORD-10590,2025-01-22,2025-01-27,Second Class,CUST-0058,Customer 58,North,Furniture,Table Lamp,8.0,705.4,0.0,5643.2,2750.45
ORD-10591,19/09/2024,2024-09-20,Same Day,CUST-0118,Customer 118,North,Furniture,Desk,4.0,780.68,0.0,3122.72,1459.48
ORD-10592,2025-03-20,2025-03-26,Standard Class,CUST-0101,Customer 101,West,OFFICE SUPPLIES,Paper,4.0,217.49,0.15,739.47,240.62
ORD-10593,2025-07-02,2025-07-08,Standard Class,CUST-0114,  Customer 114  ,south,Office Supplies,Pens (Box),4.0,513.38,0.3,1437.46,-268.05
ORD-10594,2025-12-23,2025-12-26,Second Class,CUST-0081,Customer 81,West,Furniture,Bookcase,3.0,1136.56,0.0,3409.68,1232.3
ORD-10595,2024-11-05,2024-11-09,First Class,CUST-0172,Customer 172,north,Furniture,Chair,8.0,332.25,0.0,2658.0,1244.94
ORD-10596,2024-04-14,2024-04-20,Standard Class,CUST-0148,Customer 148,North,Furniture,Desk,1.0,1144.85,0.0,1144.85,363.31
ORD-10597,07/12/2025,2025-12-12,Second Class,CUST-0028,Customer 28,West,Furniture,Bookcase,3.0,70.46,0.0,211.38,69.18
ORD-10598,2025-02-28,2025-03-04,Standard Class,CUST-0085,Customer 85,East,Technology,Monitor,1.0,284.9,0.0,284.9,135.29
ORD-10599,2025-06-09,2025-06-10,Same Day,CUST-0159,Customer 159,East,Technology,Laptop,11.0,1195.54,0.3,9205.66,682.8
ORD-10600,2024-01-11,2024-01-12,Standard Class,CUST-0143,Customer 143,South,Furniture,Chair,3.0,118.8,0.0,356.4,135.83
ORD-10601,2025-02-17,2025-02-19,Standard Class,CUST-0140,Customer 140,South,Office Supplies,Binder,4.0,1022.98,0.0,4091.92,1274.89
ORD-10602,2024-04-27,2024-04-29,Same Day,CUST-0118,Customer 118,north,OFFICE SUPPLIES,Paper,5.0,736.61,0.0,3683.05,1619.33
ORD-10603,2025-12-04,2025-12-05,Second Class,CUST-0101,Customer 101,West,Furniture,Desk,7.0,660.18,0.0,4621.26,1578.3
ORD-10604,2024-05-21,2024-05-23,Same Day,CUST-0152,Customer 152,South,Office Supplies,Paper,11.0,381.28,0.2,3355.26,89.06
ORD-10605,2024-05-11,2024-05-14,Same Day,CUST-0172,  Customer 172  ,north,Technology,Printer,8.0,578.64,0.2,3703.3,561.02
ORD-10606,2024-03-31,2024-04-04,Second Class,CUST-0034,Customer 34,East,Furniture,Bookcase,9.0,474.31,0.0,4268.79,869.16
ORD-10607,2025-07-02,2025-07-06,First Class,CUST-0014,Customer 14,west,Office Supplies,Pens (Box),5.0,905.43,0.0,4527.15,798.46
ORD-10608,2024-07-12,2024-07-14,First Class,CUST-0009,Customer 9,North,Technology,Laptop,4.0,443.24,0.1,1595.66,119.92
ORD-10609,2024-08-14,2024-08-21,Standard Class,CUST-0040,Customer 40,east,Technology,Monitor,5.0,994.69,0.15,4227.43,1230.61
ORD-10610,06/12/2025,2025-12-08,Standard Class,CUST-0088,Customer 88,South,Technology,Wireless Mouse,6.0,845.87,0.0,5075.22,1496.44
ORD-10611,15/07/2025,2025-07-18,Second Class,CUST-0130,Customer 130,East,Office Supplies,Stapler,4.0,835.78,0.2,2674.5,791.14
ORD-10612,07/05/2024,2024-05-11,First Class,CUST-0081,  Customer 81  ,West,Technology,Monitor,11.0,39.74,0.0,437.14,119.24
ORD-10613,2024-03-18,2024-03-21,Second Class,CUST-0175,Customer 175,East,Furniture,Table Lamp,5.0,446.52,0.0,2232.6,546.44
ORD-10614,2025-01-28,2025-02-01,,CUST-0169,Customer 169,,Office Supplies,Pens (Box),,,,2969.36,
ORD-10615,05/06/2024,2024-06-10,Standard Class,CUST-0053,Customer 53,South,Office Supplies,Stapler,10.0,227.81,0.0,2278.1,881.35
ORD-10616,22/10/2025,2025-10-26,Second Class,CUST-0110,Customer 110,East,Technology,Printer,6.0,357.57,0.1,1930.88,437.88
ORD-10617,2024-12-23,2024-12-27,Second Class,CUST-0009,  Customer 9  ,North,Office Supplies,Stapler,2.0,855.84,0.1,1540.51,136.31
ORD-10618,2025-07-16,2025-07-23,First Class,CUST-0189,Customer 189,North,Technology,Wireless Mouse,10.0,602.88,0.1,5425.92,1846.28
ORD-10619,10/03/2025,2025-03-17,Second Class,CUST-0057,Customer 57,East,Office Supplies,Pens (Box),4.0,582.84,0.3,1631.95,-185.05
ORD-10620,21/04/2024,2024-04-25,Same Day,CUST-0030,Customer 30,South,Technology,Wireless Mouse,7.0,624.93,0.0,4374.51,964.79
ORD-10621,2024-09-08,2024-09-09,Standard Class,CUST-0121,Customer 121,South,Office Supplies,Pens (Box),7.0,515.78,0.0,3610.46,1161.65
ORD-10622,2025-06-01,2025-06-07,Standard Class,CUST-0081,Customer 81,West,Furniture,Table Lamp,9.0,955.87,0.0,8602.83,2708.68
ORD-10623,2025-07-27,2025-07-31,Standard Class,CUST-0069,Customer 69,north,Technology,Printer,6.0,309.97,0.0,1859.82,480.5
ORD-10624,2025-01-27,2025-01-28,Standard Class,CUST-0043,Customer 43,East,Office Supplies,Paper,6.0,528.44,0.0,3170.64,940.71
ORD-10625,10/04/2025,2025-04-12,First Class,CUST-0006,Customer 6,West,Office Supplies,Paper,1.0,543.86,0.0,543.86,172.23
ORD-10626,2025-04-11,2025-04-14,First Class,CUST-0175,Customer 175,East,Furniture,Desk,2.0,302.41,0.0,604.82,216.86
ORD-10627,2025-06-05,2025-06-11,Standard Class,CUST-0154,Customer 154,South,Technology,Wireless Mouse,11.0,849.67,0.3,6542.46,904.07
ORD-10628,2025-12-20,2025-12-26,Standard Class,CUST-0149,Customer 149,West,Technology,Printer,7.0,786.51,0.15,4679.73,528.46
ORD-10629,2025-10-29,2025-10-30,Standard Class,CUST-0079,Customer 79,East,Office Supplies,Binder,6.0,1102.96,0.15,5625.1,2075.02
ORD-10630,2024-02-28,2024-03-06,Second Class,CUST-0140,Customer 140,South,OFFICE SUPPLIES,Binder,3.0,869.8,0.0,2609.4,541.29
ORD-10631,13/05/2025,2025-05-15,Standard Class,CUST-0120,Customer 120,North,Technology,Wireless Mouse,-2.0,1062.11,0.0,2124.22,986.01
ORD-10632,2025-03-24,2025-03-29,,CUST-0166,Customer 166,west,Office Supplies,Paper,,,,1614.04,598.05
ORD-10633,2024-07-09,2024-07-10,First Class,CUST-0059,Customer 59,East,Technology,Printer,3.0,840.63,0.0,2521.89,864.32
ORD-10634,10/05/2025,2025-05-14,Standard Class,CUST-0165,Customer 165,South,Furniture,Chair,1.0,90.05,0.3,63.03,-3.57
ORD-10635,2025-06-04,2025-06-09,Same Day,CUST-0065,Customer 65,South,Furniture,Bookcase,4.0,187.61,0.0,750.44,145.99
ORD-10636,05/07/2024,2024-07-08,Same Day,CUST-0074,Customer 74,North,Office Supplies,Stapler,5.0,1171.56,0.0,5857.8,1427.48
ORD-10637,2025-04-02,2025-04-07,First Class,CUST-0147,Customer 147,North,Furniture,Bookcase,2.0,464.25,0.15,789.23,150.47
ORD-10638,13/12/2024,2024-12-17,Same Day,CUST-0010,Customer 10,North,Office Supplies,Pens (Box),2.0,613.01,0.1,1103.42,377.41
ORD-10639,2024-04-21,2024-04-23,Second Class,CUST-0142,Customer 142,North,Furniture,Table Lamp,3.0,961.24,0.0,2883.72,1290.63
ORD-10640,2024-02-21,2024-02-28,Second Class,CUST-0074,  Customer 74  ,North,Furniture,Table Lamp,8.0,41.42,0.0,331.36,54.79
ORD-10641,2025-05-30,2025-06-03,Second Class,CUST-0026,Customer 26,East,Office Supplies,Stapler,10.0,343.35,0.15,2918.47,377.5
ORD-10642,2025-08-01,2025-08-02,Same Day,CUST-0134,Customer 134,East,Technology,Wireless Mouse,7.0,909.54,0.3,4456.75,207.06
ORD-10643,2025-10-16,2025-10-19,First Class,CUST-0104,Customer 104,North,Office Supplies,Paper,3.0,55.27,0.0,165.81,33.19
ORD-10644,2024-09-16,2024-09-23,Standard Class,CUST-0007,Customer 7,North,Office Supplies,Paper,11.0,740.54,0.0,8145.94,1516.67
ORD-10645,08/07/2024,2024-07-09,Standard Class,CUST-0101,Customer 101,West,Office Supplies,Pens (Box),3.0,1193.16,0.0,3579.48,1684.07
ORD-10646,2025-08-13,2025-08-20,First Class,CUST-0127,  Customer 127  ,North,Office Supplies,Stapler,6.0,486.54,0.0,2919.24,857.52
ORD-10647,14/06/2025,2025-06-15,Standard Class,CUST-0103,Customer 103,West,Office Supplies,Pens (Box),6.0,858.06,0.3,3603.85,398.46
ORD-10648,2024-09-08,2024-09-15,Same Day,CUST-0152,Customer 152,South,Technology,Printer,2.0,1128.28,0.0,2256.56,717.31
